"Datazone","uptake_measure","uptake_rate","demand_measure","demand_rate","display_year","predicted_uptake_rate","outliers"
"S01013261","EMA",0,"cilif_age_16_18",0.774193548387097,2023,0.158724448008642,"Lower"
"S01013262","EMA",0.125,"cilif_age_16_18",0.875,2023,0.176374051603029,"Normal"
"S01013263","EMA",0,"cilif_age_16_18",NA,2023,NA,NA
"S01013264","EMA",0,"cilif_age_16_18",NA,2023,NA,NA
"S01013265","EMA",0.0416666666666667,"cilif_age_16_18",NA,2023,NA,NA
"S01013266","EMA",0,"cilif_age_16_18",NA,2023,NA,NA
"S01013267","EMA",0.05,"cilif_age_16_18",0.6,2023,0.128225932997542,"Normal"
"S01013268","EMA",0.277777777777778,"cilif_age_16_18",0.444444444444444,2023,0.100990633584337,"Normal"
"S01013269","EMA",0.015625,"cilif_age_16_18",0.125,2023,0.0450610008607919,"Normal"
"S01013270","EMA",0.03125,"cilif_age_16_18",NA,2023,NA,NA
"S01013271","EMA",0.333333333333333,"cilif_age_16_18",NA,2023,NA,NA
"S01013272","EMA",0.0425531914893617,"cilif_age_16_18",NA,2023,NA,NA
"S01013273","EMA",0,"cilif_age_16_18",0.176470588235294,2023,0.0540726808136906,"Normal"
"S01013274","EMA",0.125,"cilif_age_16_18",0.5,2023,0.110717526231911,"Normal"
"S01013275","EMA",0,"cilif_age_16_18",0.379310344827586,2023,0.0895866904802862,"Normal"
